pattern,k,frequency,expected occurrences,percentage
tto,3,196,0.003455875870580975,0.3455875870580975
nr,2,1213,0.02138763995415675,2.121131975667813
nrn,3,1162,0.02048840694701578,2.031208674953716
1o,2,6954,0.12261306532663317,12.248964118839814
o1o,3,67,0.001181345323106762,0.1181345323106762
1on,3,490,0.008639689676452438,0.8639689676452438
nnn,3,373,0.00657674336595257,0.608304681301243
rnnn,4,50,0.0008816009873931059,0.08816009873931059
rno,3,471,0.008304681301243058,0.8287049281495195
orno,4,134,0.002362690646213524,0.23450586264656617
rnnt,4,10,0.00017632019747862118,0.017632019747862118
2tn,3,8927,0.15740104028916513,15.738340826941727
2o,2,2107,0.037150665608745484,3.7097769549501898
2or,3,302,0.0053248699638543595,0.532486996385436
2orn,4,192,0.0033853477915895265,0.33853477915895264
2o1,3,14,0.00024684827647006964,0.024684827647006965
1nr,3,670,0.011813453231067618,1.1813453231067619
2o1n,4,4,7.052807899144847e-05,0.0070528078991448475
o1nr,4,1,1.7632019747862118e-05,0.0017632019747862119
1nrn,4,88,0.0015516177378118664,0.15516177378118665
2n,2,516,0.009098122189896852,0.9098122189896852
2nt,3,88,0.0015516177378118664,0.15516177378118665
ntn,3,193,0.0034029798113373888,0.3402979811337389
2oo,3,383,0.006753063563431191,0.6753063563431191
2oor,4,62,0.0010931852243674513,0.10931852243674513
2q,2,636,0.011213964559640306,1.1213964559640306
t1,2,152,0.002680067001675042,0.2680067001675042
2qt,3,503,0.008868905933174645,0.8868905933174644
qt1,3,10,0.00017632019747862118,0.017632019747862118
t1o,3,74,0.0013047694613417967,0.13047694613417968
1ot,3,165,0.0029092832583972493,0.29092832583972494
2qt1,4,2,3.5264039495724237e-05,0.0035264039495724237
qt1o,4,7,0.00012342413823503482,0.012342413823503482
t1ot,4,3,5.289605924358635e-05,0.005289605924358635
1oto,4,25,0.00044080049369655297,0.044080049369655296
2ot,3,569,0.010032619236533544,1.0032619236533544
o2,2,167,0.002944547297892974,0.29269152781451113
o2t,3,88,0.0015516177378118664,0.15516177378118665
o2tr,4,5,8.816009873931059e-05,0.008816009873931059
tnr,3,185,0.003261923653354492,0.3261923653354492
2tnr,4,148,0.0026095389226835934,0.26095389226835936
tnrn,4,184,0.0032442916336066297,0.32442916336066296
nrno,4,45,0.0007934408886537953,0.07934408886537953
qtn,3,260,0.0045843251344441505,0.45843251344441505
2qtn,4,44,0.0007758088689059332,0.07758088689059332
qtno,4,38,0.0006700167504187605,0.06700167504187605
2too,4,155,0.0027329630609186284,0.27329630609186284
oooo,4,507,0.008939434012166094,0.7035175879396985
a,1,1403,0.02473772370625055,2.4437979370536893
na,2,219,0.0038614123247818037,0.3861412324781804
tna,3,26,0.00045843251344441507,0.045843251344441505
tot,3,150,0.0026448029621793175,0.26448029621793173
2tot,4,29,0.0005113285726880014,0.051132857268800146
totr,4,5,8.816009873931059e-05,0.008816009873931059
otrn,4,152,0.002680067001675042,0.2680067001675042
ta,2,105,0.0018513620735255223,0.18513620735255223
an,2,160,0.002821123159657939,0.2821123159657939
2ta,3,35,0.0006171206911751741,0.061712069117517414
tan,3,13,0.00022921625672220753,0.022921625672220752
ann,3,16,0.0002821123159657939,0.02821123159657939
nno,3,678,0.011954509389050516,1.1936877369302652
2tan,4,2,3.5264039495724237e-05,0.0035264039495724237
tann,4,2,3.5264039495724237e-05,0.0035264039495724237
anno,4,6,0.0001057921184871727,0.01057921184871727
trno,4,158,0.0027858591201622147,0.27858591201622146
tnq,3,9,0.00015868817773075905,0.015868817773075906
nqt,3,126,0.0022216344882306266,0.22216344882306266
2tnq,4,8,0.00014105615798289695,0.014105615798289695
tnqt,4,9,0.00015868817773075905,0.015868817773075906
tnt,3,195,0.003438243850833113,0.3420611831085251
2tnt,4,72,0.0012695054218460724,0.12695054218460725
tntn,4,36,0.0006347527109230362,0.06347527109230362
2tt,3,242,0.004266948778982632,0.4266948778982632
ns,2,194,0.003420611831085251,0.3420611831085251
nns,3,21,0.00037027241470510445,0.037027241470510446
2tnn,4,141,0.0024861147844485584,0.24861147844485584
tnns,4,3,5.289605924358635e-05,0.005289605924358635
noo,3,1343,0.023679802521378825,2.3679802521378823
2tno,4,150,0.0026448029621793175,0.26448029621793173
tnoo,4,108,0.0019042581327691087,0.19042581327691085
trnn,4,372,0.0065591113462047075,0.6559111346204708
toq,3,16,0.0002821123159657939,0.02821123159657939
2toq,4,8,0.00014105615798289695,0.014105615798289695
toqt,4,15,0.0002644802962179318,0.026448029621793177
tq,2,154,0.002715331041170766,0.2715331041170766
2tq,3,85,0.00149872167856828,0.149872167856828
tqt,3,151,0.0026624349819271797,0.266243498192718
2tqt,4,45,0.0007934408886537953,0.07934408886537953
tqto,4,37,0.0006523847306708983,0.06523847306708984
tnno,4,90,0.0015868817773075905,0.15868817773075905
nnoo,4,84,0.0014810896588204178,0.14810896588204178
nrnn,4,129,0.002274530547474213,0.2274530547474213
tnon,4,62,0.0010931852243674513,0.10931852243674513
nor,3,250,0.0044080049369655296,0.44080049369655294
tnor,4,16,0.0002821123159657939,0.02821123159657939
norn,4,244,0.004302212818478357,0.4302212818478357
tnnn,4,61,0.0010755532046195892,0.10755532046195893
ttn,3,165,0.0029092832583972493,0.29092832583972494
ttq,3,8,0.00014105615798289695,0.014105615798289695
2ttq,4,5,8.816009873931059e-05,0.008816009873931059
ttqt,4,8,0.00014105615798289695,0.014105615798289695
tqtn,4,22,0.0003879044344529666,0.03879044344529666
tnnt,4,13,0.00022921625672220753,0.022921625672220752
2on,3,265,0.004672485233183461,0.4672485233183461
2ono,4,34,0.000599488671427312,0.0599488671427312
onor,4,19,0.00033500837520938025,0.03350083752093803
ooq,3,23,0.0004055364542008287,0.04055364542008287
qtt,3,97,0.0017103059155426255,0.17103059155426256
ooqt,4,17,0.000299744335713656,0.0299744335713656
oqtt,4,11,0.0001939522172264833,0.01939522172264833
oot,3,354,0.006241734990743189,0.6224102970995327
ooot,4,80,0.0014105615798289694,0.14105615798289695
2oto,4,43,0.0007581768491580711,0.07581768491580711
otoo,4,84,0.0014810896588204178,0.14810896588204178
2otn,4,198,0.003491139910076699,0.34911399100766993
otnn,4,177,0.0031208674953715947,0.3120867495371595
qtnr,4,6,0.0001057921184871727,0.01057921184871727
2qtt,4,14,0.00024684827647006964,0.024684827647006965
qttn,4,6,0.0001057921184871727,0.01057921184871727
oa,2,435,0.0076699285903200215,0.7652296570572159
ar,2,78,0.001375297540333245,0.1357665520585383
ooa,3,84,0.0014810896588204178,0.14634576390725557
oar,3,19,0.00033500837520938025,0.03350083752093803
arn,3,78,0.001375297540333245,0.1357665520585383
2ooa,4,4,7.052807899144847e-05,0.0070528078991448475
ooar,4,6,0.0001057921184871727,0.01057921184871727
oarn,4,19,0.00033500837520938025,0.03350083752093803
n1,2,73,0.0012871374415939346,0.12871374415939346
2nn,3,37,0.0006523847306708983,0.06523847306708984
nn1,3,7,0.00012342413823503482,0.012342413823503482
n1o,3,26,0.00045843251344441507,0.045843251344441505
2nn1,4,1,1.7632019747862118e-05,0.0017632019747862119
nn1o,4,2,3.5264039495724237e-05,0.0035264039495724237
on2,3,62,0.0010931852243674513,0.10931852243674513
to1,3,13,0.00022921625672220753,0.022921625672220752
2nq,3,22,0.0003879044344529666,0.03879044344529666
2no,3,95,0.0016750418760469012,0.16750418760469013
not,3,293,0.005166181786123601,0.51661817861236
oon,3,533,0.00939786652561051,0.939786652561051
toon,4,59,0.001040289165123865,0.1040289165123865
o2o,3,34,0.000599488671427312,0.0599488671427312
o2or,4,3,5.289605924358635e-05,0.005289605924358635
2oot,4,26,0.00045843251344441507,0.045843251344441505
ootr,4,19,0.00033500837520938025,0.03350083752093803
onn,3,397,0.006999911839901261,0.6982279820153399
onr,3,72,0.0012695054218460724,0.12695054218460725
2oon,4,52,0.0009168650268888301,0.09168650268888301
oonr,4,10,0.00017632019747862118,0.017632019747862118
onrn,4,62,0.0010931852243674513,0.10931852243674513
oonn,4,61,0.0010755532046195892,0.10755532046195893
onnn,4,26,0.00045843251344441507,0.045843251344441505
qtr,3,498,0.008780745834435335,0.8780745834435335
2qtr,4,156,0.00275059508066649,0.275059508066649
qtrn,4,302,0.0053248699638543595,0.532486996385436
2nr,3,49,0.0008639689676452438,0.08639689676452438
2nrn,4,21,0.00037027241470510445,0.037027241470510446
rnno,4,58,0.0010226571453760029,0.10226571453760029
ont,3,143,0.002521378823944283,0.2521378823944283
oont,4,23,0.0004055364542008287,0.04055364542008287
2ton,4,90,0.0015868817773075905,0.15868817773075905
tonn,4,70,0.0012342413823503483,0.12342413823503483
2tto,4,33,0.0005818566516794498,0.05818566516794498
ttor,4,4,7.052807899144847e-05,0.0070528078991448475
toto,4,29,0.0005113285726880014,0.051132857268800146
ttoo,4,45,0.0007934408886537953,0.07934408886537953
oton,4,24,0.0004231684739486908,0.04231684739486908
2otr,4,50,0.0008816009873931059,0.08816009873931059
ooto,4,54,0.0009521290663845543,0.09521290663845543
qtnn,4,34,0.000599488671427312,0.0599488671427312
rnon,4,30,0.0005289605924358636,0.052896059243586355
2not,4,19,0.00033500837520938025,0.03350083752093803
notn,4,21,0.00037027241470510445,0.037027241470510446
2onn,4,23,0.0004055364542008287,0.04055364542008287
onnt,4,8,0.00014105615798289695,0.014105615798289695
ts,2,139,0.0024508507449528343,0.24508507449528344
so,2,682,0.012025037468041963,1.2007405448294102
2ts,3,24,0.0004231684739486908,0.04231684739486908
tso,3,45,0.0007934408886537953,0.07934408886537953
son,3,31,0.0005465926121837256,0.054659261218372564
2tso,4,3,5.289605924358635e-05,0.005289605924358635
tson,4,2,3.5264039495724237e-05,0.0035264039495724237
tono,4,54,0.0009521290663845543,0.09521290663845543
tns,3,24,0.0004231684739486908,0.04231684739486908
nooo,4,195,0.003438243850833113,0.34382438508331126
toot,4,21,0.00037027241470510445,0.037027241470510446
2ttn,4,42,0.0007405448294102089,0.07405448294102089
ttnt,4,1,1.7632019747862118e-05,0.0017632019747862119
tnto,4,30,0.0005289605924358636,0.052896059243586355
qtoo,4,96,0.0016926738957947632,0.16926738957947632
ona,3,21,0.00037027241470510445,0.037027241470510446
tona,4,1,1.7632019747862118e-05,0.0017632019747862119
ott,3,66,0.0011637133033588997,0.11637133033588996
tott,4,4,7.052807899144847e-05,0.0070528078991448475
2t1,3,20,0.00035264039495724235,0.035264039495724236
1oo,3,1704,0.030044961650357048,3.0044961650357047
2t1o,4,6,0.0001057921184871727,0.01057921184871727
t1oo,4,19,0.00033500837520938025,0.03350083752093803
2ooo,4,72,0.0012695054218460724,0.12695054218460725
rnt,3,106,0.0018689940932733844,0.18689940932733845
ornt,4,35,0.0006171206911751741,0.061712069117517414
ntr,3,128,0.002256898527726351,0.22568985277263512
trnt,4,29,0.0005113285726880014,0.051132857268800146
rntr,4,5,8.816009873931059e-05,0.008816009873931059
ntrn,4,116,0.0020453142907520057,0.20453142907520058
4,1,109,0.0019218901525169707,0.19218901525169707
24,2,3,5.289605924358635e-05,0.005289605924358635
4t,2,2,3.5264039495724237e-05,0.0035264039495724237
24t,3,1,1.7632019747862118e-05,0.0017632019747862119
4to,3,1,1.7632019747862118e-05,0.0017632019747862119
24to,4,1,1.7632019747862118e-05,0.0017632019747862119
4ton,4,1,1.7632019747862118e-05,0.0017632019747862119
ootn,4,22,0.0003879044344529666,0.03879044344529666
2qto,4,58,0.0010226571453760029,0.10226571453760029
oono,4,71,0.0012518734020982103,0.12518734020982103
onoo,4,92,0.0016221458168033148,0.16221458168033148
21,2,13,0.00022921625672220753,0.022921625672220752
21o,3,6,0.0001057921184871727,0.01057921184871727
21oo,4,2,3.5264039495724237e-05,0.0035264039495724237
1ooo,4,321,0.00565987833906374,0.565987833906374
5,1,56,0.0009873931058802785,0.09873931058802786
5q,2,4,7.052807899144847e-05,0.0070528078991448475
12,2,14,0.00024684827647006964,0.024684827647006965
12t,3,2,3.5264039495724237e-05,0.0035264039495724237
1t,2,687,0.012113197566781276,1.2095565547033413
1or,3,301,0.005307237944106497,0.5307237944106498
1to,3,149,0.0026271709424314556,0.26271709424314554
1too,4,30,0.0005289605924358636,0.052896059243586355
1q,2,495,0.008727849775191749,0.8727849775191748
1qt,3,278,0.004901701489905669,0.4901701489905669
qts,3,41,0.0007229128096623469,0.07229128096623469
1nt,3,302,0.0053248699638543595,0.532486996385436
ntt,3,68,0.001198977342854624,0.1198977342854624
sr,2,65,0.0011460812836110376,0.11460812836110376
oos,3,96,0.0016926738957947632,0.16926738957947632
osr,3,29,0.0005113285726880014,0.051132857268800146
srn,3,65,0.0011460812836110376,0.11460812836110376
1oos,4,18,0.0003173763554615181,0.03173763554615181
oosr,4,4,7.052807899144847e-05,0.0070528078991448475
osrn,4,25,0.00044080049369655297,0.044080049369655296
o4,2,40,0.0007052807899144847,0.07052807899144847
no4,3,5,8.816009873931059e-05,0.008816009873931059
st,2,50,0.0008816009873931059,0.08816009873931059
1os,3,108,0.0019042581327691087,0.19042581327691085
ost,3,10,0.00017632019747862118,0.017632019747862118
1nn,3,703,0.012395309882747068,1.2395309882747068
1a,2,527,0.009292074407123336,0.9292074407123336
ao,2,589,0.010385259631490788,1.0349995591995063
1ao,3,215,0.003790884245790355,0.3790884245790355
aoo,3,216,0.0038085162655382174,0.3808516265538217
1s,2,712,0.012553998060477828,1.255399806047783
sn,2,207,0.0036498280878074583,0.36498280878074585
1sn,3,115,0.0020276822710041434,0.20276822710041434
sno,3,97,0.0017103059155426255,0.17103059155426256
1sno,4,31,0.0005465926121837256,0.054659261218372564
snoo,4,20,0.00035264039495724235,0.035264039495724236
1so,3,332,0.005853830556290223,0.5853830556290223
soo,3,291,0.005130917746627876,0.5130917746627877
1ts,3,14,0.00024684827647006964,0.024684827647006965
tsr,3,17,0.000299744335713656,0.0299744335713656
1tsr,4,4,7.052807899144847e-05,0.0070528078991448475
tsrn,4,17,0.000299744335713656,0.0299744335713656
1ns,3,33,0.0005818566516794498,0.05818566516794498
nst,3,7,0.00012342413823503482,0.012342413823503482
snn,3,21,0.00037027241470510445,0.037027241470510446
1an,3,97,0.0017103059155426255,0.17103059155426256
ano,3,84,0.0014810896588204178,0.14810896588204178
1ano,4,28,0.0004936965529401393,0.04936965529401393
anoo,4,20,0.00035264039495724235,0.035264039495724236
1st,3,16,0.0002821123159657939,0.02821123159657939
str,3,2,3.5264039495724237e-05,0.0035264039495724237
1str,4,1,1.7632019747862118e-05,0.0017632019747862119
strn,4,2,3.5264039495724237e-05,0.0035264039495724237
1oon,4,37,0.0006523847306708983,0.06523847306708984
1tn,3,73,0.0012871374415939346,0.12871374415939346
1na,3,44,0.0007758088689059332,0.07758088689059332
nao,3,61,0.0010755532046195892,0.10755532046195893
1r,2,329,0.005800934497046636,0.5800934497046636
noa,3,90,0.0015868817773075905,0.15868817773075905
oao,3,117,0.002062946310499868,0.2062946310499868
1noa,4,15,0.0002644802962179318,0.026448029621793177
noao,4,14,0.00024684827647006964,0.024684827647006965
nnq,3,13,0.00022921625672220753,0.022921625672220752
1nnq,4,4,7.052807899144847e-05,0.0070528078991448475
nnqt,4,10,0.00017632019747862118,0.017632019747862118
1nno,4,68,0.001198977342854624,0.1198977342854624
nnoa,4,1,1.7632019747862118e-05,0.0017632019747862119
1oa,3,95,0.0016750418760469012,0.16750418760469013
1nor,4,155,0.0027329630609186284,0.27329630609186284
1noo,4,178,0.003138499515119457,0.3138499515119457
7,1,34,0.000599488671427312,0.0599488671427312
n7,2,4,7.052807899144847e-05,0.0070528078991448475
1soo,4,119,0.002098210349995592,0.2098210349995592
sooo,4,94,0.0016574098562990392,0.16574098562990391
1son,4,14,0.00024684827647006964,0.024684827647006965
sono,4,12,0.0002115842369743454,0.02115842369743454
tsn,3,19,0.00033500837520938025,0.03350083752093803
1qts,4,8,0.00014105615798289695,0.014105615798289695
qtsn,4,5,8.816009873931059e-05,0.008816009873931059
soa,3,3,5.289605924358635e-05,0.005289605924358635
sto,3,13,0.00022921625672220753,0.022921625672220752
1sto,4,5,8.816009873931059e-05,0.008816009873931059
stoo,4,4,7.052807899144847e-05,0.0070528078991448475
oo2,3,33,0.0005818566516794498,0.05818566516794498
soo2,4,1,1.7632019747862118e-05,0.0017632019747862119
oo2o,4,10,0.00017632019747862118,0.017632019747862118
o2oo,4,6,0.0001057921184871727,0.01057921184871727
nna,3,36,0.0006347527109230362,0.06347527109230362
1nna,4,15,0.0002644802962179318,0.026448029621793177
nnao,4,17,0.000299744335713656,0.0299744335713656
nnot,4,20,0.00035264039495724235,0.035264039495724236
ota,3,6,0.0001057921184871727,0.01057921184871727
tao,3,35,0.0006171206911751741,0.061712069117517414
1ota,4,2,3.5264039495724237e-05,0.0035264039495724237
otao,4,3,5.289605924358635e-05,0.005289605924358635
1tso,4,2,3.5264039495724237e-05,0.0035264039495724237
tsoo,4,8,0.00014105615798289695,0.014105615798289695
1rn,3,208,0.0036674601075553205,0.36674601075553204
1rnn,4,35,0.0006171206911751741,0.061712069117517414
1oq,3,38,0.0006700167504187605,0.06700167504187605
1oqt,4,11,0.0001939522172264833,0.01939522172264833
noor,4,24,0.0004231684739486908,0.04231684739486908
1non,4,32,0.0005642246319315878,0.05642246319315878
nonn,4,24,0.0004231684739486908,0.04055364542008287
1ont,4,9,0.00015868817773075905,0.015868817773075906
onto,4,32,0.0005642246319315878,0.05642246319315878
1tt,3,29,0.0005113285726880014,0.051132857268800146
1ttn,4,4,7.052807899144847e-05,0.0070528078991448475
ttnn,4,37,0.0006523847306708983,0.06523847306708984
1tno,4,8,0.00014105615798289695,0.014105615798289695
1oot,4,29,0.0005113285726880014,0.051132857268800146
nnr,3,87,0.0015339857180640042,0.15339857180640043
1nnr,4,55,0.0009697610861324165,0.09697610861324164
nnrn,4,82,0.0014458256193246937,0.14458256193246938
1ntn,4,16,0.0002821123159657939,0.02821123159657939
ntnn,4,17,0.000299744335713656,0.0299744335713656
1n2,3,14,0.00024684827647006964,0.024684827647006965
n2o,3,31,0.0005465926121837256,0.054659261218372564
1n2o,4,3,5.289605924358635e-05,0.005289605924358635
n2oo,4,9,0.00015868817773075905,0.015868817773075906
1nnn,4,43,0.0007581768491580711,0.07581768491580711
nnnr,4,7,0.00012342413823503482,0.012342413823503482
1nnt,4,10,0.00017632019747862118,0.017632019747862118
nntt,4,3,5.289605924358635e-05,0.005289605924358635
nso,3,36,0.0006347527109230362,0.06347527109230362
1nq,3,30,0.0005289605924358636,0.052896059243586355
1nqt,4,11,0.0001939522172264833,0.01939522172264833
nqto,4,18,0.0003173763554615181,0.03173763554615181
ooon,4,93,0.0016397778365511769,0.1639777836551177
1onr,4,23,0.0004055364542008287,0.04055364542008287
1orn,4,69,0.001216609362602486,0.1216609362602486
1ntr,4,77,0.001357665520585383,0.1357665520585383
tnot,4,21,0.00037027241470510445,0.037027241470510446
1qtn,4,12,0.0002115842369743454,0.02115842369743454
1ono,4,61,0.0010755532046195892,0.10755532046195893
1qtr,4,44,0.0007758088689059332,0.07758088689059332
1tor,4,17,0.000299744335713656,0.0299744335713656
1otr,4,39,0.0006876487701666225,0.06876487701666226
1tnn,4,6,0.0001057921184871727,0.01057921184871727
tnnr,4,6,0.0001057921184871727,0.01057921184871727
1oor,4,109,0.0019218901525169707,0.19218901525169707
11,2,10,0.00017632019747862118,0.017632019747862118
11n,3,1,1.7632019747862118e-05,0.0017632019747862119
11no,4,1,1.7632019747862118e-05,0.0017632019747862119
oooa,4,15,0.0002644802962179318,0.026448029621793177
14,2,40,0.0007052807899144847,0.07052807899144847
4o,2,53,0.0009344970466366922,0.09344970466366923
oso,3,112,0.001974786211760557,0.19747862117605572
1oso,4,11,0.0001939522172264833,0.01939522172264833
oson,4,3,5.289605924358635e-05,0.005289605924358635
nnno,4,30,0.0005289605924358636,0.051132857268800146
soon,4,13,0.00022921625672220753,0.022921625672220752
3,1,1801,0.03175526756589967,3.1596579388168915
3o,2,343,0.006047782773516706,0.6030150753768844
3on,3,46,0.0008110729084016574,0.08110729084016574
3onn,4,5,8.816009873931059e-05,0.008816009873931059
onno,4,41,0.0007229128096623469,0.07229128096623469
nnon,4,25,0.00044080049369655297,0.04231684739486908
3t,2,1168,0.020594199065502954,2.054130300625937
3tq,3,25,0.00044080049369655297,0.044080049369655296
3tqt,4,15,0.0002644802962179318,0.026448029621793177
3to,3,288,0.0050780216873842895,0.507802168738429
3too,4,75,0.0013224014810896587,0.13224014810896587
nt1,3,2,3.5264039495724237e-05,0.0035264039495724237
ont1,4,1,1.7632019747862118e-05,0.0017632019747862119
nt1o,4,1,1.7632019747862118e-05,0.0017632019747862119
3n,2,90,0.0015868817773075905,0.15868817773075905
3nn,3,9,0.00015868817773075905,0.015868817773075906
3tr,3,63,0.0011108172441153133,0.11108172441153133
3oo,3,96,0.0016926738957947632,0.16926738957947632
3trn,4,35,0.0006171206911751741,0.061712069117517414
3tn,3,317,0.005589350260072292,0.5589350260072292
3ooo,4,31,0.0005465926121837256,0.054659261218372564
3q,2,98,0.0017279379352904876,0.17279379352904875
3qt,3,84,0.0014810896588204178,0.14810896588204178
3qto,4,19,0.00033500837520938025,0.03350083752093803
qton,4,29,0.0005113285726880014,0.051132857268800146
3nt,3,22,0.0003879044344529666,0.03879044344529666
3nto,4,5,8.816009873931059e-05,0.008816009873931059
3oot,4,8,0.00014105615798289695,0.014105615798289695
3ot,3,56,0.0009873931058802785,0.09873931058802786
3no,3,28,0.0004936965529401393,0.04936965529401393
3not,4,10,0.00017632019747862118,0.017632019747862118
noto,4,45,0.0007934408886537953,0.07934408886537953
otot,4,13,0.00022921625672220753,0.022921625672220752
totn,4,13,0.00022921625672220753,0.022921625672220752
sq,2,23,0.0004055364542008287,0.04055364542008287
osq,3,5,8.816009873931059e-05,0.008816009873931059
sqt,3,23,0.0004055364542008287,0.04055364542008287
osqt,4,4,7.052807899144847e-05,0.0070528078991448475
sqto,4,7,0.00012342413823503482,0.012342413823503482
rn1,3,10,0.00017632019747862118,0.017632019747862118
orn1,4,2,3.5264039495724237e-05,0.0035264039495724237
rn1o,4,6,0.0001057921184871727,0.01057921184871727
s2,2,10,0.00017632019747862118,0.017632019747862118
ts2,3,2,3.5264039495724237e-05,0.0035264039495724237
s2o,3,4,7.052807899144847e-05,0.0070528078991448475
ts2o,4,1,1.7632019747862118e-05,0.0017632019747862119
s2oo,4,1,1.7632019747862118e-05,0.0017632019747862119
toor,4,14,0.00024684827647006964,0.024684827647006965
2os,3,5,8.816009873931059e-05,0.008816009873931059
2osr,4,1,1.7632019747862118e-05,0.0017632019747862119
srnt,4,4,7.052807899144847e-05,0.0070528078991448475
tntr,4,11,0.0001939522172264833,0.01939522172264833
qtq,3,12,0.0002115842369743454,0.02115842369743454
3qtq,4,1,1.7632019747862118e-05,0.0017632019747862119
qtqt,4,7,0.00012342413823503482,0.012342413823503482
2r,2,24,0.0004231684739486908,0.04231684739486908
ttr,3,46,0.0008110729084016574,0.08110729084016574
qttr,4,12,0.0002115842369743454,0.02115842369743454
ttrn,4,43,0.0007581768491580711,0.07581768491580711
n5,2,10,0.00017632019747862118,0.017632019747862118
n5q,3,1,1.7632019747862118e-05,0.0017632019747862119
5qt,3,2,3.5264039495724237e-05,0.0035264039495724237
oott,4,16,0.0002821123159657939,0.02821123159657939
tano,4,3,5.289605924358635e-05,0.005289605924358635
tn2,3,9,0.00015868817773075905,0.015868817773075906
5o,2,12,0.0002115842369743454,0.02115842369743454
tn5,3,3,5.289605924358635e-05,0.005289605924358635
n5o,3,1,1.7632019747862118e-05,0.0017632019747862119
5oo,3,3,5.289605924358635e-05,0.005289605924358635
tn5o,4,1,1.7632019747862118e-05,0.0017632019747862119
n5oo,4,1,1.7632019747862118e-05,0.0017632019747862119
2tor,4,52,0.0009168650268888301,0.09168650268888301
rnoo,4,82,0.0014458256193246937,0.14458256193246938
7t,2,5,8.816009873931059e-05,0.008816009873931059
7tn,3,1,1.7632019747862118e-05,0.0017632019747862119
51,2,1,1.7632019747862118e-05,0.0017632019747862119
51n,3,1,1.7632019747862118e-05,0.0017632019747862119
onq,3,13,0.00022921625672220753,0.022921625672220752
tonq,4,2,3.5264039495724237e-05,0.0035264039495724237
onqt,4,11,0.0001939522172264833,0.01939522172264833
nnnn,4,26,0.00045843251344441507,0.044080049369655296
2a,2,19,0.00033500837520938025,0.03350083752093803
at,2,47,0.0008287049281495196,0.08287049281495196
2at,3,15,0.0002644802962179318,0.026448029621793177
atn,3,13,0.00022921625672220753,0.022921625672220752
